w,dx,dy,atan2_dx_dy,lidar_on,lidar_sol,lidar_sag,trafik_isik,hiz,direksiyon_aci
3.141591586398842,-6.1707103757840205,0.9220806360167586,2.9932615754406378,0,0,0,0,6.0,0.1482384204864502
3.1413315719866692,-6.155271821312182,0.9218827050510825,2.99292643776546,0,0,0,0,6.0,0.1486777365207672
3.137708574960797,-6.073560077239405,0.9132597635714461,2.9923443235127762,0,0,0,0,6.0,0.1475309282541275
3.129700918952487,-6.762474800836863,0.9293565268787418,3.0050197000810415,0,0,0,0,6.0,0.12799072265625
3.1227830156285017,-6.613126174397273,0.9005226258805621,3.006253081103878,0,0,0,0,6.0,0.11951812356710434
3.115617201590665,-6.447139461302292,0.8687554698062669,3.007648936938015,0,0,0,0,6.0,0.11079218983650208
3.1108828239467488,-6.280910544144717,0.8375131158205633,3.009031989360352,0,0,0,0,6.0,0.10251308977603912
3.1051507364512854,-6.147846204233051,0.8133176951207375,3.0100633135750074,0,0,0,0,6.0,0.09632384777069092
3.0992694292845036,-5.998150938094902,0.7870922909036153,3.0111156664336214,0,0,0,0,6.0,0.08987198024988174
3.0938289310830522,-6.685526567903757,0.7910677301209788,3.0238148628354375,0,0,0,0,6.0,0.07107403129339218
3.089025369339735,-6.5194817664622775,0.7642355729472854,3.0249018418432603,0,0,0,0,6.0,0.06547532975673676
3.0848736894569626,-6.403348325900492,0.7465809786835464,3.0255244154648326,0,0,0,0,6.0,0.061362773180007935
3.081141962408143,-6.221029997950797,0.719989756107303,3.026370463485541,0,0,0,0,6.0,0.05622958391904831
3.0777219689213675,-6.038920398246557,0.6942259001847546,3.0271364759096526,0,0,0,0,6.0,0.05158471688628197
3.0748885306724514,-6.776789020597748,0.7108209038024853,3.0370842863251957,0,0,0,0,6.0,0.03903094306588173
3.0720037306388708,-6.611395131417618,0.6888576898564196,3.037774771738162,0,0,0,0,6.0,0.035467538982629776
3.0701956634767127,-6.479060739214216,0.6722742638967105,3.0382015744644146,0,0,0,0,6.0,0.03310101106762886
3.0681696177660958,-6.346700005897439,0.6562532859912622,3.0385581076406143,0,0,0,0,6.0,0.031008001416921616
3.066134840758388,-6.114994159728186,0.6290050281351682,3.0390904200379905,0,0,0,0,6.0,0.027768833562731743
3.0647716560331872,-5.982546394466208,0.6136585905965717,3.0393753344154257,0,0,0,0,6.0,0.026064066216349602
3.0632225458683338,-6.701061528537988,0.6170864375621576,3.049763780907978,0,0,0,0,6.0,0.014208588749170303
3.0621955143182684,-6.551931880415646,0.6006631589856042,3.0501709472103915,0,0,0,0,6.0,0.0125508988276124
3.0614027769184533,-6.402692568067753,0.5853287096825142,3.0504269118201948,0,0,0,0,6.0,0.01139797456562519
3.0608035115487024,-6.236799084633271,0.5689337423867187,3.0506223583353718,0,0,0,0,6.0,0.01039748452603817
3.059958788340274,-6.054270983628253,0.5513209338015628,3.05077998087041,0,0,1,0,6.0,0.009553652256727219
3.0593840125244363,-6.717411927919256,0.523803281185856,3.063773175206167,0,0,1,0,6.0,-0.004223299212753773
3.0591821430726007,-6.58462127508936,0.5116216736663262,3.0640489685831875,0,0,1,0,6.0,-0.00483549851924181
3.0592184811274423,-6.451750441867162,0.5005166600213329,3.0641692985440128,0,0,1,0,6.0,-0.004971424117684364
3.0593943175657197,-6.302229005967689,0.48865357108099516,3.0642108514131303,0,0,1,0,6.0,-0.0048795235343277454
3.0596107958618566,-6.102841230779209,0.4733428974068872,3.0641865529246446,0,0,1,0,6.0,-0.0046011521480977535
3.0598709152988475,-5.986529055880466,0.4645270376557278,3.064152441670348,0,0,1,0,6.0,-0.0043858932331204414
3.06017763008936,-6.632806375830546,0.43964364352098784,3.075406267629873,0,0,1,0,6.0,-0.015279286541044712
3.0605971535239993,-6.483233086699647,0.42878690384441853,3.0755510147396596,0,0,1,0,6.0,-0.015078062191605568
3.0612466827050984,-6.350208184616898,0.4200126376398501,3.075547297133383,0,0,1,0,6.0,-0.014527157880365849
3.062193106144944,-6.167251734695917,0.40853083002276946,3.0754473311913677,0,0,1,0,6.0,-0.013573775999248028
3.062822612771717,-6.000906063651435,0.3983496967598654,3.0753083086478483,0,0,1,0,6.0,-0.012641764245927334
3.0635865093602623,-6.7301052788662865,0.3816976439229265,3.084938387177623,0,0,1,0,6.0,-0.021657006815075874
3.064576228686033,-6.563718540795678,0.37202866380128796,3.0849736748825602,0,0,1,0,6.0,-0.02082711085677147
3.0655842730875467,-6.430552249383538,0.3650226010270856,3.084889699772131,0,0,1,0,6.0,-0.01986917480826378
3.0660357159664673,-6.330664596160245,0.35995043624055967,3.0847955682694668,0,0,1,0,6.0,-0.019098231568932533
3.067465298135415,-6.1641775035735975,0.35163276894378015,3.0846098529122306,0,0,1,0,6.0,-0.017796974629163742
3.0685147391222807,-6.8515308835290485,0.3609842023431966,3.0889546742748073,0,0,1,0,6.0,-0.020962830632925034
3.0691789299036936,-6.701687605006836,0.3536800200417005,3.0888667978421154,0,0,1,0,6.0,-0.019913550466299057
3.0700859122243744,-6.5684761644028375,0.3474702351904284,3.0887422431989835,0,0,1,0,6.0,-0.018882056698203087
3.0715194773884678,-6.368655486030261,0.3383007600810046,3.0885228801776567,0,0,1,0,6.0,-0.017328914254903793
3.072457626236245,-6.202143135582204,0.33067456757891733,3.0883269086909966,0,0,1,0,6.0,-0.016073118895292282
